i,j,x_m,y_m,wall_distance_m
38,55,0.239808324,0.0170174264,0.00907368213
38,56,0.23994135,0.0179648704,0.0100303719
38,57,0.240089958,0.0190115748,0.0110875152
38,58,0.240256046,0.0201679234,0.0122556597
38,59,0.240441753,0.0214453833,0.0135464607
38,60,0.240649492,0.0228566177,0.0149727972
38,61,0.240881987,0.02441561,0.0165489007
38,62,0.241142315,0.0261378,0.0182904969
38,63,0.241433951,0.0280402359,0.0202149625
38,64,0.241760828,0.0301417396,0.0223414993
38,65,0.242127396,0.0324630905,0.0246913248
38,66,0.242538692,0.0350272276,0.0272878846
38,67,0.243000425,0.0378594719,0.0301570861
38,68,0.243519067,0.0409877715,0.0333275569
38,69,0.244101962,0.0444429715,0.0368309308
38,70,0.244757445,0.0482591113,0.0407021629
38,71,0.245494987,0.0524737511,0.0449798787
38,72,0.246325353,0.0571283319,0.0497067595
38,73,0.247260786,0.0622685706,0.0549299681
38,74,0.248315221,0.0679448943,0.0607016194
38,75,0.24950453,0.0742129177,0.0670793006
38,76,0.250846797,0.0811339671,0.0741266455
38,77,0.252362643,0.0887756547,0.0819139696
38,78,0.254075596,0.0972125088,0.0905189714
38,79,0.256012515,0.106526664,0.100027508
38,80,0.258204078,0.116808617,0.110534452
38,81,0.260685348,0.128158051,0.122144636
38,82,0.263496419,0.140684741,0.134973903
38,83,0.266683162,0.154509532,0.149150258
38,84,0.270298089,0.16976542,0.164815146
38,85,0.274401334,0.186598708,0.182124864
38,86,0.279061804,0.205170281,0.201252123
38,87,0.284358483,0.225656972,0.222387765
38,88,0.290381955,0.248253047,0.245742673
38,89,0.29723614,0.273171808,0.271549873
38,90,0.305040304,0.300647308,0.300066857
38,91,0.313931374,0.330936198,0.331578158
38,92,0.324066601,0.364319692,0.36639818
38,93,0.335626621,0.401105659,0.404874343
38,94,0.348818982,0.441630833,0.447390547
38,95,0.3638822,0.486263127,0.494371001
38,96,0.381090411,0.535404057,0.546284454
38,97,0.400758722,0.589491228,0.603648879
38,98,0.423249343,0.649000888,0.667036633
38,99,0.44897861,0.714450479,0.737080172
38,100,0.478425027,0.786401168,0.814478361
38,101,0.512138452,0.865460276,0.900003448
38,102,0.550750569,0.952283533,0.994508764
38,103,0.594986817,1.04757706,1.09893724
38,104,0.645679931,1.15209895,1.21433083
38,105,0.703785283,1.26666033,1.34184088
38,106,0.770398219,1.39212569,1.48273962
38,107,0.846773563,1.52941225,1.63843289
38,108,0.934347507,1.67948822,1.81047413
38,109,1.03476205,1.84336952,2.00057989
38,110,1.14989219,2.02211474,2.21064697
38,111,1.28187596,2.21681799,2.44277133
38,112,1.43314746,2.42859907,2.69926901
38,113,1.60647297,2.6585908,2.98269923
38,114,1.80499,2.90792275,3.29588995
38,115,2.03224943,3.1777013,3.64196604
38,116,2.29226025,3.46898518,4.02438051
38,117,2.5895369,3.78275657,4.44694893
38,118,2.92914863,4.11988714,4.91388751
38,119,3.31677055,4.48109915,5.42985516
38,120,3.75873561,4.86692159,6
39,0,0.235616689,0.00835041967,0
39,1,0.235617117,0.00835433931,3.9429525e-06
39,2,0.235617592,0.00835867037,8.29991945e-06
39,3,0.235618117,0.00836345607,1.31143728e-05
39,4,0.235618699,0.00836874415,1.84343492e-05
39,5,0.235619343,0.00837458737,2.43129291e-05
39,6,0.235620055,0.008381044,3.08087665e-05
39,7,0.235620844,0.00838817844,3.79866741e-05
39,8,0.235621717,0.00839606186,4.59182701e-05
39,9,0.235622683,0.00840477287,5.46826925e-05
39,10,0.235623753,0.00841439835,6.43673892e-05
39,11,0.235624936,0.0084250343,7.50689899e-05
39,12,0.235626246,0.00843678679,8.68942707e-05
39,13,0.235627696,0.00844977302,9.99612193e-05
39,14,0.235629302,0.0084641225,0.000114400212
39,15,0.235631079,0.00847997833,0.000130355316
39,16,0.235633046,0.00849749863,0.000147985723
39,17,0.235635225,0.00851685809,0.000167467342
39,18,0.235637637,0.00853824976,0.000188994554
39,19,0.235640308,0.00856188695,0.000212782147
39,20,0.235643266,0.00858800533,0.000239067464
39,21,0.235646542,0.00861686533,0.000268112769
39,22,0.23565017,0.00864875468,0.000300207864
39,23,0.23565419,0.00868399131,0.000335672979
39,24,0.235658643,0.00872292652,0.000374861972
39,25,0.235663577,0.00876594846,0.000418165853
39,26,0.235669045,0.00881348598,0.00046601669
39,27,0.235675105,0.00886601295,0.000518891919
39,28,0.235681821,0.00892405295,0.000577319106
39,29,0.235689267,0.00898818447,0.000641881213
39,30,0.235697522,0.00905904666,0.000713222415
39,31,0.235706676,0.00913734576,0.000792054522
39,32,0.235716829,0.00922386203,0.00087916409
39,33,0.23572809,0.00931945759,0.00097542026
39,34,0.235740584,0.00942508495,0.00108178344
39,35,0.235754448,0.0095417965,0.00119931487
39,36,0.235769834,0.00967075498,0.00132918723
39,37,0.235786914,0.00981324502,0.00147269633
39,38,0.235805878,0.00997068594,0.00163127405
39,39,0.235826937,0.0101446458,0.00180650262
39,40,0.23585033,0.010336857,0.00200013037
39,41,0.23587632,0.0105492337,0.00221408926
39,42,0.235905204,0.0107838902,0.00245051408
39,43,0.23593731,0.0110431627,0.00271176376
39,44,0.235973008,0.0113296321,0.00300044496
39,45,0.236012712,0.0116461495,0.003319438
39,46,0.236056882,0.0119958646,0.00367192568
39,47,0.236106036,0.012382257,0.00406142495
39,48,0.236160753,0.0128091706,0.00449182209
39,49,0.236221683,0.0132808516,0.00496741141
39,50,0.236289551,0.0138019906,0.00549293814
39,51,0.236365176,0.0143777691,0.00607364577
39,52,0.236449473,0.0150139103,0.00671532836
39,53,0.23654347,0.0157167362,0.00742438834
39,54,0.236648324,0.01649323,0.00820790041
39,55,0.236765334,0.0173511043,0.00907368213
39,56,0.236895962,0.018298878,0.0100303719
39,57,0.237041853,0.0193459597,0.0110875152
39,58,0.237204861,0.0205027406,0.0122556597
39,59,0.237387074,0.0217806965,0.0135464607
39,60,0.237590846,0.0231925004,0.0149727972
39,61,0.237818836,0.0247521472,0.0165489007
39,62,0.238074041,0.0264750907,0.0182904969
39,63,0.238359851,0.0283783945,0.0202149625
39,64,0.238680097,0.0304808992,0.0223414993
39,65,0.239039111,0.0328034061,0.0246913248
39,66,0.239441799,0.0353688797,0.0272878846
39,67,0.239893715,0.0382026707,0.0301570861
39,68,0.240401154,0.0413327627,0.0333275569
39,69,0.240971256,0.0447900421,0.0368309308
39,70,0.241612122,0.0486085972,0.0407021629
39,71,0.242332952,0.0528260457,0.0449798787
39,72,0.243144198,0.0574838966,0.0497067595
39,73,0.244057744,0.0626279472,0.0549299681
39,74,0.24508711,0.0683087196,0.0607016194
39,75,0.246247687,0.0745819413,0.0670793006
39,76,0.247557006,0.081509072,0.0741266455
39,77,0.249035048,0.0891578825,0.0819139696
39,78,0.250704602,0.0976030895,0.0905189714
39,79,0.252591669,0.106927052,0.100027508
39,80,0.254725941,0.117220533,0.110534452
39,81,0.257141336,0.128583534,0.122144636
39,82,0.259876624,0.141126209,0.134973903
39,83,0.262976146,0.154969858,0.149150258
39,84,0.266490637,0.170248016,0.164815146
39,85,0.270478184,0.187107636,0.182124864
39,86,0.275005314,0.205710378,0.201252123
39,87,0.280148263,0.226234005,0.222387765
39,88,0.285994428,0.2488739,0.245742673
39,89,0.292644043,0.273844703,0.271549873
39,90,0.300212108,0.301382075,0.300066857
39,91,0.308830611,0.331744601,0.331578158
39,92,0.318651088,0.365215821,0.36639818
39,93,0.329847567,0.402106404,0.404874343
39,94,0.342619957,0.442756454,0.447390547
39,95,0.357197947,0.487537945,0.494371001
39,96,0.373845481,0.536857285,0.546284454
39,97,0.392865909,0.59115798,0.603648879
39,98,0.414607889,0.650923388,0.667036633
39,99,0.43947216,0.716679529,0.737080172
39,100,0.46791929,0.788997909,0.814478361
39,101,0.500478553,0.868498313,0.900003448
39,102,0.537758046,0.955851492,0.994508764
39,103,0.580456243,1.05178166,1.09893724
39,104,0.629375122,1.15706869,1.21433083
39,105,0.685435079,1.27254991,1.34184088
39,106,0.749691803,1.39912127,1.48273962
39,107,0.823355337,1.53773776,1.63843289
39,108,0.907811513,1.68941279,1.81047413
39,109,1.00464598,1.85521637,2.00057989
39,110,1.11567106,2.03627161,2.21064697
39,111,1.2429555,2.23374933,2.44277133
39,112,1.38885745,2.44886039,2.69926901
39,113,1.55606068,2.68284521,2.98269923
39,114,1.74761401,2.9369601,3.29588995
39,115,1.96697419,3.21245994,3.64196604
39,116,2.21805191,3.51057672,4.02438051
39,117,2.50526081,3.83249351,4.44694893
39,118,2.83356932,4.17931345,4.91388751
39,119,3.20855472,4.55202367,5.42985516
39,120,3.63645912,4.95145377,6
40,0,0.23253938,0.00868342008,0
40,1,0.232539803,0.00868734032,3.9429525e-06
40,2,0.232540271,0.00869167204,8.29991945e-06
40,3,0.23254079,0.00869645848,1.31143728e-05
40,4,0.232541364,0.00870174739,1.84343492e-05
40,5,0.232541999,0.00870759153,2.43129291e-05
40,6,0.232542702,0.00871404919,3.08087665e-05
40,7,0.232543481,0.00872118477,3.79866741e-05
40,8,0.232544342,0.00872906945,4.59182701e-05
40,9,0.232545295,0.00873778187,5.46826925e-05
40,10,0.23254635,0.00874740893,6.43673892e-05
40,11,0.232547518,0.00875804662,7.50689899e-05
40,12,0.232548811,0.00876980106,8.68942707e-05
40,13,0.232550241,0.00878278946,9.99612193e-05
40,14,0.232551825,0.00879714135,0.000114400212
40,15,0.232553578,0.00881299987,0.000130355316
40,16,0.232555519,0.00883052315,0.000147985723
40,17,0.232557667,0.00884988594,0.000167467342
40,18,0.232560046,0.00887128132,0.000188994554
40,19,0.23256268,0.00889492265,0.000212782147
40,20,0.232565597,0.00892104564,0.000239067464
40,21,0.232568828,0.00894991078,0.000268112769
40,22,0.232572405,0.00898180587,0.000300207864
40,23,0.232576369,0.0090170489,0.000335672979
40,24,0.232580759,0.00905599126,0.000374861972
40,25,0.232585623,0.00909902118,0.000418165853
40,26,0.232591012,0.00914656763,0.00046601669
40,27,0.232596985,0.00919910458,0.000518891919
40,28,0.232603604,0.00925715574,0.000577319106
40,29,0.232610941,0.00932129974,0.000641881213
40,30,0.232619075,0.00939217592,0.000713222415
40,31,0.232628094,0.00947049068,0.000792054522
40,32,0.232638096,0.0095570245,0.00087916409
40,33,0.232649189,0.00965263974,0.00097542026
40,34,0.232661494,0.00975828918,0.00108178344
40,35,0.232675147,0.00987502552,0.00119931487
40,36,0.232690297,0.0100040118,0.00132918723
40,37,0.232707113,0.0101465332,0.00147269633
40,38,0.232725782,0.0103040093,0.00163127405
40,39,0.23274651,0.0104780088,0.00180650262
40,40,0.232769532,0.0106702647,0.00200013037
40,41,0.232795106,0.0108826916,0.00221408926
40,42,0.232823523,0.0111174049,0.00245051408
40,43,0.232855105,0.0113767415,0.00271176376
40,44,0.232890215,0.0116632833,0.00300044496
40,45,0.232929257,0.0119798826,0.003319438
40,46,0.232972683,0.0123296903,0.00367192568
40,47,0.233021,0.0127161877,0.00406142495
40,48,0.233074775,0.0131432202,0.00449182209
40,49,0.233134643,0.0136150362,0.00496741141
40,50,0.233201316,0.0141363285,0.00549293814
40,51,0.233275592,0.0147122811,0.00607364577
40,52,0.233358366,0.0153486205,0.00671532836
40,53,0.233450644,0.0160516722,0.00742438834
40,54,0.233553556,0.0168284232,0.00820790041
40,55,0.23366837,0.0176865912,0.00907368213
40,56,0.233796513,0.0186347002,0.0100303719
40,57,0.233939591,0.0196821655,0.0110875152
40,58,0.234099413,0.0208393854,0.0122556597
40,59,0.234278013,0.0221178442,0.0135464607
40,60,0.234477688,0.0235302251,0.0149727972
40,61,0.234701026,0.0250905345,0.0165489007
40,62,0.234950948,0.0268142396,0.0182904969
40,63,0.235230753,0.02871842,0.0202149625
40,64,0.235544169,0.0308219347,0.0223414993
40,65,0.235895412,0.0331456066,0.0246913248
40,66,0.236289248,0.0357124255,0.0272878846
40,67,0.236731077,0.038547772,0.0301570861
40,68,0.237227014,0.0416796643,0.0333275569
40,69,0.237783993,0.0451390301,0.0368309308
40,70,0.238409875,0.0489600058,0.0407021629
40,71,0.239113586,0.0531802661,0.0449798787
40,72,0.239905263,0.0578413869,0.0497067595
40,73,0.240796425,0.0629892448,0.0549299681
40,74,0.241800171,0.0686744556,0.0607016194
40,75,0.242931407,0.0749528575,0.0670793006
40,76,0.244207105,0.0818860414,0.0741266455
40,77,0.245646599,0.0895419337,0.0819139696
40,78,0.24727193,0.0979954358,0.0905189714
40,79,0.249108239,0.107329126,0.100027508
40,80,0.251184219,0.117634028,0.110534452
40,81,0.253532635,0.129010456,0.122144636
40,82,0.256190924,0.141568931,0.134973903
40,83,0.259201885,0.155431198,0.149150258
40,84,0.262614471,0.170731318,0.164815146
40,85,0.266484703,0.187616875,0.182124864
40,86,0.270876721,0.206250282,0.201252123
40,87,0.275863997,0.226810207,0.222387765
40,88,0.281530731,0.249493114,0.245742673
40,89,0.287973454,0.274514939,0.271549873
40,90,0.295302886,0.302112903,0.300066857
40,91,0.303646059,0.332547458,0.331578158
40,92,0.313148778,0.366104392,0.36639818
40,93,0.323978446,0.403097075,0.404874343
40,94,0.336327312,0.44386886,0.447390547
40,95,0.350416213,0.488795635,0.494371001
40,96,0.366498879,0.538288516,0.546284454
40,97,0.384866869,0.592796684,0.603648879
40,98,0.405855251,0.652810332,0.667036633
40,99,0.429849111,0.718863714,0.737080172
40,100,0.457291016,0.791538262,0.814478361
40,101,0.488689556,0.871465718,0.900003448
40,102,0.524629116,0.959331235,0.994508764
40,103,0.565781022,1.05587637,1.09893724
40,104,0.612916248,1.16190188,1.21433083
40,105,0.666919863,1.27827018,1.34184088
40,106,0.72880743,1.40590739,1.48273962
40,107,0.799743551,1.54580468,1.63843289
40,108,0.881062805,1.69901887,1.81047413
40,109,0.97429329,1.86667186,2.00057989
40,110,1.081183,2.04994872,2.21064697
40,111,1.20372926,2.25009414,2.44277133
40,112,1.34421139,2.46840668,2.69926901
40,113,1.50522688,2.70623069,2.98269923
40,114,1.68973096,2.96494512,3.29588995
40,115,1.90107998,3.24594907,3.64196604
40,116,2.14307829,3.55064327,4.02438051
40,117,2.42002865,3.88040726,4.44694893
40,118,2.73678608,4.23657165,4.91388751
40,119,3.09881462,4.6203852,5.42985516
40,120,3.51224683,5.03297631,6
41,0,0.229410665,0.00901708945,0
41,1,0.229411082,0.00902101028,3.9429525e-06
41,2,0.229411544,0.00902534267,8.29991945e-06
41,3,0.229412056,0.00903012985,1.31143728e-05
41,4,0.229412622,0.00903541958,1.84343492e-05
41,5,0.229413249,0.00904126463,2.43129291e-05
41,6,0.229413943,0.00904772331,3.08087665e-05
41,7,0.229414711,0.00905486003,3.79866741e-05
41,8,0.22941556,0.00906274597,4.59182701e-05
41,9,0.229416501,0.00907145979,5.46826925e-05
41,10,0.229417542,0.00908108841,6.43673892e-05
41,11,0.229418694,0.00909172784,7.50689899e-05
41,12,0.229419968,0.00910348421,8.68942707e-05
41,13,0.229421379,0.00911647476,9.99612193e-05
41,14,0.229422941,0.00913082905,0.000114400212
41,15,0.22942467,0.00914669023,0.000130355316
41,16,0.229426584,0.00916421648,0.000147985723
41,17,0.229428702,0.00918358257,0.000167467342
41,18,0.229431048,0.00920498164,0.000188994554
41,19,0.229433644,0.00922862707,0.000212782147
41,20,0.22943652,0.00925475465,0.000239067464
41,21,0.229439704,0.00928362489,0.000268112769
41,22,0.229443231,0.00931552568,0.000300207864
41,23,0.229447137,0.00935077508,0.000335672979
41,24,0.229451464,0.00938972453,0.000374861972
41,25,0.229456257,0.00943276238,0.000418165853
41,26,0.229461568,0.00948031769,0.00046601669
41,27,0.229467453,0.00953286455,0.000518891919
41,28,0.229473974,0.00959092678,0.000577319106
41,29,0.229481202,0.00965508318,0.000641881213
41,30,0.229489214,0.00972597323,0.000713222415
41,31,0.229498097,0.00980430353,0.000792054522
41,32,0.229507946,0.00989085476,0.00087916409
41,33,0.229518869,0.00998648953,0.00097542026
41,34,0.229530984,0.0100921609,0.00108178344
41,35,0.229544425,0.0102089218,0.00119931487
41,36,0.229559338,0.0103379358,0.00132918723
41,37,0.229575888,0.0104804882,0.00147269633
41,38,0.229594258,0.0106379992,0.00163127405
41,39,0.229614653,0.010812038,0.00180650262
41,40,0.229637301,0.0110043382,0.00200013037
41,41,0.229662456,0.011216815,0.00221408926
41,42,0.229690402,0.0114515845,0.00245051408
41,43,0.229721456,0.0117109847,0.00271176376
41,44,0.229755973,0.0119975982,0.00300044496
41,45,0.229794348,0.0123142785,0.003319438
41,46,0.229837025,0.0126641781,0.00367192568
41,47,0.229884498,0.0130507793,0.00406142495
41,48,0.229937324,0.0134779297,0.00449182209
41,49,0.229996122,0.0139498793,0.00496741141
41,50,0.230061589,0.0144713232,0.00549293814
41,51,0.230134505,0.0150474483,0.00607364577
41,52,0.230215745,0.0156839838,0.00671532836
41,53,0.230306291,0.0163872588,0.00742438834
41,54,0.230407244,0.0171642643,0.00820790041
41,55,0.230519845,0.0180227225,0.00907368213
41,56,0.230645484,0.0189711631,0.0100303719
41,57,0.230785727,0.0200190073,0.0110875152
41,58,0.230942336,0.0211766609,0.0122556597
41,59,0.231117296,0.0224556164,0.0135464607
41,60,0.23131284,0.023868567,0.0149727972
41,61,0.23153149,0.0254295303,0.0165489007
41,62,0.231776088,0.0271539869,0.0182904969
41,63,0.232049842,0.0290590318,0.0202149625
41,64,0.232356376,0.0311635423,0.0223414993
41,65,0.232699786,0.0334883624,0.0246913248
41,66,0.233084703,0.0360565067,0.0272878846
41,67,0.233516369,0.0388933849,0.0301570861
41,68,0.234000718,0.0420270495,0.0333275569
41,69,0.234544475,0.0454884681,0.0368309308
41,70,0.235155263,0.0493118243,0.0407021629
41,71,0.235841731,0.0535348486,0.0449798787
41,72,0.236613697,0.0581991823,0.0497067595
41,73,0.237482315,0.0633507792,0.0549299681
41,74,0.238460262,0.0690403465,0.0607016194
41,75,0.239561955,0.0753238303,0.0670793006
41,76,0.240803803,0.0822629493,0.0741266455
41,77,0.242204491,0.0899257812,0.0819139696
41,78,0.243785311,0.0983874073,0.0905189714
41,79,0.245570536,0.107730619,0.100027508
41,80,0.247587858,0.118046694,0.110534452
41,81,0.249868885,0.129436247,0.122144636
41,82,0.252449716,0.14201016,0.134973903
41,83,0.255371603,0.155890603,0.149150258
41,84,0.258681709,0.171212152,0.164815146
41,85,0.262433984,0.188122998,0.182124864
41,86,0.266690174,0.206786286,0.201252123
41,87,0.271520979,0.227381554,0.222387765
41,88,0.277007393,0.250106311,0.245742673
41,89,0.283242238,0.275177746,0.271549873
41,90,0.290331939,0.302834579,0.300066857
41,91,0.298398565,0.333339066,0.331578158
41,92,0.307582177,0.366979156,0.36639818
41,93,0.318043534,0.404070818,0.404874343
41,94,0.32996721,0.44496053,0.447390547
41,95,0.343565172,0.490027936,0.494371001
41,96,0.359080902,0.539688678,0.546284454
41,97,0.376794138,0.594397377,0.603648879
41,98,0.397026312,0.654650781,0.667036633
41,99,0.420146796,0.720991041,0.737080172
41,100,0.446580076,0.794009094,0.814478361
41,101,0.476813952,0.874348135,0.900003448
41,102,0.511408946,0.962707108,0.994508764
41,103,0.551009035,1.05984417,1.09893724
41,104,0.596353912,1.16658006,1.21433083
41,105,0.648292947,1.28380122,1.34184088
41,106,0.707801061,1.41246264,1.48273962
41,107,0.775996728,1.55359018,1.63843289
41,108,0.854162346,1.7082822,1.81047413
41,109,0.943767208,1.87771038,2.00057989
41,110,1.04649334,2.06311931,2.21064697
41,111,1.16426443,2.26582462,2.44277133
41,112,1.2992781,2.48720935,2.69926901
41,113,1.45404177,2.72871806,2.98269923
41,114,1.63141224,2.99184832,3.29588995
41,115,1.83463918,3.278139,3.64196604
41,116,2.06741263,3.58915497,4.02438051
41,117,2.33391444,3.92646762,4.44694893
41,118,2.63887368,4.29163059,4.91388751
41,119,2.98762571,4.68615049,5.42985516
41,120,3.38617467,5.1114519,6
42,0,0.22623251,0.00935193993,0
42,1,0.226232922,0.00935586134,3.9429525e-06
42,2,0.226233378,0.00936019436,8.29991945e-06
42,3,0.226233883,0.00936498226,1.31143728e-05
42,4,0.226234442,0.00937027279,1.84343492e-05
42,5,0.226235061,0.00937611873,2.43129291e-05
42,6,0.226235745,0.00938257839,3.08087665e-05
42,7,0.226236503,0.00938971621,3.79866741e-05
42,8,0.226237341,0.00939760338,4.59182701e-05
42,9,0.226238269,0.00940631856,5.46826925e-05
42,10,0.226239296,0.00941594869,6.43673892e-05
42,11,0.226240432,0.00942658981,7.50689899e-05
42,12,0.226241689,0.00943834805,8.68942707e-05
42,13,0.226243081,0.00945134068,9.99612193e-05
42,14,0.226244621,0.0094656973,0.000114400212
42,15,0.226246326,0.00948156106,0.000130355316
42,16,0.226248213,0.00949909019,0.000147985723
42,17,0.226250302,0.0095184595,0.000167467342
42,18,0.226252615,0.00953986215,0.000188994554
42,19,0.226255175,0.00956351156,0.000212782147
42,20,0.22625801,0.00958964358,0.000239067464
42,21,0.226261149,0.00961851878,0.000268112769
42,22,0.226264625,0.0096504251,0.000300207864
42,23,0.226268475,0.00968568067,0.000335672979
42,24,0.22627274,0.00972463703,0.000374861972
42,25,0.226277463,0.00976768258,0.000418165853
42,26,0.226282696,0.00981524649,0.00046601669
42,27,0.226288494,0.00986780297,0.000518891919
42,28,0.226294919,0.00992587597,0.000577319106
42,29,0.226302039,0.00999004441,0.000641881213
42,30,0.22630993,0.0100609479,0.000713222415
42,31,0.226318679,0.0101392934,0.000792054522
42,32,0.226328378,0.0102258615,0.00087916409
42,33,0.226339133,0.0103215153,0.00097542026
42,34,0.226351061,0.0104272079,0.00108178344
42,35,0.226364291,0.0105439928,0.00119931487
42,36,0.226378969,0.0106730336,0.00132918723
42,37,0.226395256,0.0108156162,0.00147269633
42,38,0.226413332,0.0109731612,0.00163127405
42,39,0.226433397,0.0111472383,0.00180650262
42,40,0.226455675,0.0113395815,0.00200013037
42,41,0.226480415,0.0115521069,0.00221408926
42,42,0.226507895,0.0117869312,0.00245051408
42,43,0.226538426,0.0120463932,0.00271176376
42,44,0.226572355,0.0123330766,0.00300044496
42,45,0.226610069,0.012649836,0.003319438
42,46,0.226652003,0.0129998249,0.00367192568
42,47,0.22669864,0.0133865274,0.00406142495
42,48,0.226750523,0.0138137925,0.00449182209
42,49,0.22680826,0.0142858723,0.00496741141
42,50,0.22687253,0.0148074641,0.00549293814
42,51,0.226944096,0.0153837572,0.00607364577
42,52,0.227023811,0.0160204839,0.00671532836
42,53,0.227112635,0.0167239765,0.00742438834
42,54,0.227211642,0.0175012302,0.00820790041
42,55,0.22732204,0.0183599714,0.00907368213
42,56,0.227445188,0.0193087353,0.0100303719
42,57,0.227582609,0.0203569491,0.0110875152
42,58,0.227736021,0.0215150255,0.0122556597
42,59,0.227907355,0.0227944655,0.0135464607
42,60,0.228098786,0.0242079715,0.0149727972
42,61,0.228312764,0.0257695725,0.0165489007
42,62,0.228552054,0.027494762,0.0182904969
42,63,0.228819774,0.02940065,0.0202149625
42,64,0.229119444,0.0315061315,0.0223414993
42,65,0.22945504,0.0338320711,0.0246913248
42,66,0.229831056,0.0364015076,0.0272878846
42,67,0.230252577,0.0392398791,0.0301570861
42,68,0.230725355,0.0423752711,0.0333275569
42,69,0.231255907,0.0458386904,0.0368309308
42,70,0.231851615,0.0496643664,0.0407021629
42,71,0.232520853,0.0538900836,0.0449798787
42,72,0.233273119,0.058557547,0.0497067595
42,73,0.234119201,0.0637127853,0.0549299681
42,74,0.23507135,0.0694065943,0.0607016194
42,75,0.236143497,0.0756950248,0.0670793006
42,76,0.237351486,0.0826399195,0.0741266455
42,77,0.238713352,0.0903095029,0.0819139696
42,78,0.240249634,0.0987790299,0.0905189714
42,79,0.241983738,0.108131499,0.100027508
42,80,0.243942351,0.118458432,0.110534452
42,81,0.246155923,0.129860736,0.122144636
42,82,0.248659212,0.14244964,0.134973903
42,83,0.251491918,0.156347728,0.149150258
42,84,0.254699413,0.171690068,0.164815146
42,85,0.258333572,0.18862544,0.182124864
42,86,0.262453743,0.207317692,0.201252123
42,87,0.267127849,0.227947203,0.222387765
42,88,0.272433672,0.250712487,0.245742673
42,89,0.278460317,0.275831938,0.271549873
42,90,0.285309911,0.303545719,0.300066857
42,91,0.293099547,0.334117816,0.331578158
42,92,0.301963532,0.367838256,0.36639818
42,93,0.312055972,0.405025502,0.404874343
42,94,0.323553746,0.446029028,0.447390547
42,95,0.336659929,0.491232082,0.494371001
42,96,0.351607734,0.541054637,0.546284454
42,97,0.368665039,0.595956529,0.603648879
42,98,0.388139594,0.656440779,0.667036633
42,99,0.410385,0.723057089,0.737080172
42,100,0.435807572,0.796405492,0.814478361
42,101,0.464874214,0.87714013,0.900003448
42,102,0.498121427,0.965973129,0.994508764
42,103,0.536165636,1.06367851,1.09893724
42,104,0.57971497,1.17109611,1.21433083
42,105,0.62958272,1.28913534,1.34184088
42,106,0.686702653,1.41877879,1.48273962
42,107,0.752146426,1.56108545,1.63843289
42,108,0.82714333,1.71719349,1.81047413
42,109,0.913102625,1.88832223,2.00057989
42,110,1.01163873,2.07577327,2.21064697
42,111,1.12459955,2.28093034,2.44277133
42,112,1.25409817,2.50525766,2.69926901
42,113,1.40254827,2.75029629,2.98269923
42,114,1.57270344,3.01765821,3.29588995
42,115,1.76770053,3.30901753,3.64196604
42,116,1.99110747,3.62609839,4.02438051
42,117,2.2469753,3.97065897,4.44694893
42,118,2.53989478,4.34447101,4.91388751
42,119,2.87505721,4.74929443,5.42985516
42,120,3.25831957,5.18684632,6
43,0,0.223006789,0.00968730995,0
43,1,0.223007195,0.00969123194,3.9429525e-06
43,2,0.223007645,0.00969556562,8.29991945e-06
43,3,0.223008143,0.00970035425,1.31143728e-05
43,4,0.223008694,0.00970564559,1.84343492e-05
43,5,0.223009304,0.00971149244,2.43129291e-05
43,6,0.223009979,0.00971795311,3.08087665e-05
43,7,0.223010726,0.00972509204,3.79866741e-05
43,8,0.223011552,0.00973298045,4.59182701e-05
43,9,0.223012467,0.00974169702,5.46826925e-05
43,10,0.223013479,0.00975132869,6.43673892e-05
43,11,0.223014599,0.00976197153,7.50689899e-05
43,12,0.223015839,0.00977373168,8.68942707e-05
43,13,0.22301721,0.00978672644,9.99612193e-05
43,14,0.223018728,0.00980108541,0.000114400212
43,15,0.223020408,0.00981695181,0.000130355316
43,16,0.223022268,0.00983448387,0.000147985723
43,17,0.223024327,0.00985385645,0.000167467342
43,18,0.223026605,0.00987526273,0.000188994554
43,19,0.223029128,0.0098989162,0.000212782147
43,20,0.223031921,0.00992505274,0.000239067464
43,21,0.223035013,0.00995393298,0.000268112769
43,22,0.223038437,0.00998584492,0.000300207864
43,23,0.223042229,0.0100211068,0.000335672979
43,24,0.223046429,0.0100600701,0.000374861972
43,25,0.223051081,0.0101031235,0.000418165853
43,26,0.223056234,0.0101506961,0.00046601669
43,27,0.223061942,0.0102032624,0.000518891919
43,28,0.223068267,0.0102613463,0.000577319106
43,29,0.223075276,0.010325527,0.000641881213
43,30,0.223083044,0.0103964442,0.000713222415
43,31,0.223091654,0.0104748049,0.000792054522
43,32,0.223101199,0.0105613902,0.00087916409
43,33,0.223111781,0.0106570632,0.00097542026
43,34,0.223123516,0.0107627774,0.00108178344
43,35,0.22313653,0.0108795865,0.00119931487
43,36,0.223150967,0.0110086545,0.00132918723
43,37,0.223166984,0.0111512676,0.00147269633
43,38,0.223184757,0.011308847,0.00163127405
43,39,0.223204483,0.0114829626,0.00180650262
43,40,0.223226381,0.0116753494,0.00200013037
43,41,0.223250695,0.0118879238,0.00221408926
43,42,0.223277696,0.0121228034,0.00245051408
43,43,0.22330769,0.0123823277,0.00271176376
43,44,0.223341016,0.0126690815,0.00300044496
43,45,0.223378053,0.0129859205,0.003319438
43,46,0.223419225,0.0133359994,0.00367192568
