x_m,y_m,u_ms,v_ms,speed_ms,Cp,T_static_K,T_recovery_K,Mach_local,vorticity_1s
0.31764,-0.36298,80.881,23.63,84.262,0.2358,288.474,291.626,0.2475,-0.52
0.32486,-0.36298,81.083,23.532,84.429,0.2326,288.46,291.625,0.248,-0.52
0.33208,-0.36298,81.287,23.442,84.6,0.2293,288.445,291.623,0.2485,-0.51
0.3393,-0.36298,81.492,23.358,84.774,0.226,288.431,291.622,0.249,-0.51
0.34652,-0.36298,81.698,23.283,84.951,0.2226,288.416,291.62,0.2495,-0.51
0.35374,-0.36298,81.904,23.214,85.13,0.2191,288.401,291.618,0.2501,-0.5
0.36096,-0.36298,82.11,23.153,85.312,0.2156,288.385,291.617,0.2506,-0.5
0.36818,-0.36298,82.315,23.099,85.495,0.2121,288.37,291.615,0.2511,-0.49
0.3754,-0.36298,82.521,23.053,85.68,0.2085,288.354,291.613,0.2517,-0.49
0.38262,-0.36298,82.725,23.013,85.866,0.2048,288.338,291.612,0.2522,-0.48
0.38984,-0.36298,82.928,22.981,86.053,0.2012,288.322,291.61,0.2528,-0.48
0.39705,-0.36298,83.129,22.955,86.241,0.1975,288.306,291.608,0.2534,-0.47
0.40427,-0.36298,83.329,22.937,86.428,0.1939,288.29,291.606,0.2539,-0.47
0.41149,-0.36298,83.526,22.925,86.615,0.1902,288.274,291.605,0.2545,-0.46
0.41871,-0.36298,83.722,22.92,86.802,0.1865,288.258,291.603,0.255,-0.45
0.42593,-0.36298,83.914,22.92,86.988,0.1828,288.241,291.601,0.2556,-0.45
0.43315,-0.36298,84.103,22.928,87.173,0.1792,288.225,291.599,0.2561,-0.44
0.44037,-0.36298,84.29,22.941,87.356,0.1756,288.21,291.598,0.2567,-0.43
0.44759,-0.36298,84.472,22.959,87.537,0.172,288.194,291.596,0.2572,-0.42
0.45481,-0.36298,84.651,22.984,87.716,0.1684,288.178,291.594,0.2578,-0.42
0.46203,-0.36298,84.827,23.013,87.893,0.1649,288.163,291.593,0.2583,-0.41
0.46925,-0.36298,84.998,23.048,88.067,0.1614,288.147,291.591,0.2588,-0.4
0.47647,-0.36298,85.164,23.087,88.238,0.158,288.132,291.589,0.2593,-0.39
0.48368,-0.36298,85.327,23.13,88.406,0.1546,288.118,291.588,0.2598,-0.38
0.4909,-0.36298,85.485,23.178,88.571,0.1513,288.103,291.586,0.2603,-0.38
0.49812,-0.36298,85.638,23.23,88.732,0.148,288.089,291.585,0.2608,-0.37
0.50534,-0.36298,85.786,23.285,88.89,0.1449,288.075,291.583,0.2613,-0.36
0.51256,-0.36298,85.93,23.343,89.044,0.1418,288.061,291.582,0.2617,-0.35
0.51978,-0.36298,86.068,23.404,89.194,0.1387,288.048,291.58,0.2622,-0.34
0.527,-0.36298,86.202,23.468,89.339,0.1358,288.035,291.579,0.2626,-0.33
0.53422,-0.36298,86.331,23.534,89.481,0.1329,288.023,291.578,0.263,-0.32
0.54144,-0.36298,86.454,23.602,89.618,0.1301,288.01,291.576,0.2634,-0.31
0.54866,-0.36298,86.573,23.672,89.751,0.1274,287.998,291.575,0.2638,-0.3
0.55588,-0.36298,86.687,23.744,89.88,0.1248,287.987,291.574,0.2642,-0.29
0.5631,-0.36298,86.797,23.816,90.005,0.1222,287.976,291.573,0.2646,-0.29
0.57032,-0.36298,86.901,23.89,90.125,0.1198,287.965,291.571,0.2649,-0.28
0.57753,-0.36298,87.001,23.964,90.241,0.1174,287.955,291.57,0.2653,-0.27
0.58475,-0.36298,87.096,24.039,90.353,0.1151,287.944,291.569,0.2656,-0.26
0.59197,-0.36298,87.187,24.115,90.461,0.1129,287.935,291.568,0.2659,-0.25
0.59919,-0.36298,87.274,24.19,90.564,0.1108,287.925,291.567,0.2662,-0.24
0.60641,-0.36298,87.356,24.265,90.664,0.1087,287.916,291.566,0.2665,-0.23
0.61363,-0.36298,87.435,24.34,90.759,0.1067,287.908,291.565,0.2668,-0.23
0.62085,-0.36298,87.509,24.414,90.851,0.1049,287.9,291.564,0.2671,-0.22
0.62807,-0.36298,87.58,24.488,90.939,0.103,287.892,291.563,0.2674,-0.21
0.63529,-0.36298,87.647,24.561,91.024,0.1013,287.884,291.563,0.2676,-0.2
0.64251,-0.36298,87.711,24.633,91.104,0.0996,287.877,291.562,0.2679,-0.19
0.64973,-0.36298,87.772,24.704,91.182,0.098,287.87,291.561,0.2681,-0.19
0.65695,-0.36298,87.829,24.774,91.256,0.0965,287.863,291.56,0.2683,-0.18
0.66416,-0.36298,87.884,24.843,91.328,0.095,287.856,291.56,0.2685,-0.17
0.67138,-0.36298,87.936,24.911,91.396,0.0936,287.85,291.559,0.2687,-0.17
0.6786,-0.36298,87.985,24.977,91.461,0.0922,287.844,291.558,0.2689,-0.16
0.68582,-0.36298,88.031,25.042,91.524,0.0909,287.838,291.558,0.2691,-0.15
0.69304,-0.36298,88.076,25.106,91.584,0.0897,287.833,291.557,0.2693,-0.15
0.70026,-0.36298,88.118,25.169,91.642,0.0885,287.828,291.557,0.2695,-0.14
0.70748,-0.36298,88.158,25.23,91.697,0.0873,287.823,291.556,0.2696,-0.14
0.7147,-0.36298,88.196,25.289,91.75,0.0862,287.818,291.555,0.2698,-0.13
0.72192,-0.36298,88.232,25.348,91.801,0.0852,287.813,291.555,0.2699,-0.13
0.72914,-0.36298,88.267,25.405,91.85,0.0841,287.809,291.554,0.2701,-0.12
0.73636,-0.36298,88.3,25.46,91.897,0.0832,287.804,291.554,0.2702,-0.12
0.74358,-0.36298,88.332,25.514,91.943,0.0822,287.8,291.554,0.2704,-0.11
0.75079,-0.36298,88.362,25.567,91.986,0.0813,287.796,291.553,0.2705,-0.11
0.75801,-0.36298,88.391,25.618,92.029,0.0804,287.792,291.553,0.2706,-0.1
0.76523,-0.36298,88.419,25.668,92.069,0.0796,287.789,291.552,0.2707,-0.1
0.77245,-0.36298,88.446,25.717,92.109,0.0787,287.785,291.552,0.2708,-0.09
0.77967,-0.36298,88.471,25.765,92.147,0.0779,287.782,291.552,0.271,-0.09
0.78689,-0.36298,88.496,25.811,92.183,0.0772,287.778,291.551,0.2711,-0.09
0.79411,-0.36298,88.52,25.856,92.219,0.0764,287.775,291.551,0.2712,-0.08
0.80133,-0.36298,88.543,25.9,92.254,0.0757,287.772,291.55,0.2713,-0.08
0.80855,-0.36298,88.566,25.943,92.287,0.075,287.769,291.55,0.2714,-0.08
0.81577,-0.36298,88.587,25.985,92.32,0.0743,287.766,291.55,0.2715,-0.08
0.82299,-0.36298,88.608,26.026,92.351,0.0737,287.763,291.55,0.2716,-0.07
0.83021,-0.36298,88.629,26.066,92.382,0.073,287.76,291.549,0.2717,-0.07
0.83742,-0.36298,88.649,26.104,92.412,0.0724,287.757,291.549,0.2718,-0.07
0.84464,-0.36298,88.668,26.142,92.442,0.0718,287.754,291.549,0.2718,-0.06
0.85186,-0.36298,88.687,26.179,92.47,0.0712,287.752,291.548,0.2719,-0.06
0.85908,-0.36298,88.706,26.215,92.498,0.0706,287.749,291.548,0.272,-0.06
0.8663,-0.36298,88.724,26.25,92.526,0.07,287.747,291.548,0.2721,-0.06
0.87352,-0.36298,88.742,26.285,92.553,0.0694,287.744,291.548,0.2722,-0.06
0.88074,-0.36298,88.759,26.318,92.579,0.0689,287.742,291.547,0.2722,-0.05
0.88796,-0.36298,88.776,26.351,92.605,0.0683,287.739,291.547,0.2723,-0.05
0.89518,-0.36298,88.793,26.384,92.63,0.0678,287.737,291.547,0.2724,-0.05
0.9024,-0.36298,88.81,26.415,92.655,0.0673,287.735,291.546,0.2725,-0.05
0.90962,-0.36298,88.826,26.446,92.679,0.0668,287.733,291.546,0.2725,-0.05
0.91684,-0.36298,88.842,26.476,92.703,0.0663,287.73,291.546,0.2726,-0.04
0.92405,-0.36298,88.858,26.506,92.727,0.0658,287.728,291.546,0.2727,-0.04
0.93127,-0.36298,88.873,26.534,92.75,0.0653,287.726,291.546,0.2728,-0.04
0.93849,-0.36298,88.889,26.563,92.773,0.0648,287.724,291.545,0.2728,-0.04
0.94571,-0.36298,88.904,26.591,92.795,0.0643,287.722,291.545,0.2729,-0.04
0.95293,-0.36298,88.919,26.618,92.817,0.0639,287.72,291.545,0.273,-0.04
0.96015,-0.36298,88.934,26.645,92.839,0.0634,287.718,291.545,0.273,-0.04
0.96737,-0.36298,88.948,26.671,92.861,0.063,287.716,291.544,0.2731,-0.04
0.97459,-0.36298,88.963,26.697,92.882,0.0625,287.714,291.544,0.2732,-0.03
0.98181,-0.36298,88.977,26.723,92.903,0.0621,287.712,291.544,0.2732,-0.03
0.98903,-0.36298,88.991,26.748,92.924,0.0616,287.71,291.544,0.2733,-0.03
0.99625,-0.36298,89.005,26.772,92.944,0.0612,287.708,291.544,0.2733,-0.03
1.00347,-0.36298,89.019,26.797,92.965,0.0608,287.706,291.543,0.2734,-0.03
1.01068,-0.36298,89.033,26.821,92.985,0.0603,287.704,291.543,0.2735,-0.03
1.0179,-0.36298,89.046,26.844,93.005,0.0599,287.702,291.543,0.2735,-0.03
1.02512,-0.36298,89.06,26.867,93.024,0.0595,287.701,291.543,0.2736,-0.03
1.03234,-0.36298,89.073,26.89,93.044,0.0591,287.699,291.543,0.2736,-0.03
1.03956,-0.36298,89.086,26.913,93.063,0.0587,287.697,291.542,0.2737,-0.03
1.04678,-0.36298,89.099,26.935,93.082,0.0583,287.695,291.542,0.2738,-0.02
1.054,-0.36298,89.112,26.957,93.1,0.0579,287.694,291.542,0.2738,-0.0
-0.527,-0.35549,86.17,37.474,93.965,0.0395,287.613,291.533,0.2764,-0.05
-0.51978,-0.35549,86.095,37.502,93.908,0.0407,287.618,291.534,0.2762,-0.03
-0.51256,-0.35549,86.019,37.531,93.85,0.042,287.624,291.535,0.276,-0.03
-0.50534,-0.35549,85.941,37.559,93.789,0.0433,287.629,291.535,0.2759,-0.03
-0.49812,-0.35549,85.861,37.586,93.727,0.0446,287.635,291.536,0.2757,-0.03
-0.4909,-0.35549,85.78,37.613,93.664,0.046,287.641,291.536,0.2755,-0.03
-0.48368,-0.35549,85.696,37.64,93.598,0.0473,287.647,291.537,0.2753,-0.03
-0.47647,-0.35549,85.611,37.666,93.531,0.0488,287.654,291.538,0.2751,-0.03
-0.46925,-0.35549,85.524,37.691,93.461,0.0503,287.66,291.538,0.2749,-0.03
-0.46203,-0.35549,85.436,37.715,93.39,0.0518,287.667,291.539,0.2747,-0.04
-0.45481,-0.35549,85.345,37.739,93.317,0.0533,287.674,291.54,0.2745,-0.04
-0.44759,-0.35549,85.252,37.762,93.241,0.0549,287.681,291.541,0.2742,-0.04
-0.44037,-0.35549,85.158,37.784,93.164,0.0566,287.688,291.541,0.274,-0.04
-0.43315,-0.35549,85.061,37.805,93.084,0.0582,287.695,291.542,0.2738,-0.04
-0.42593,-0.35549,84.962,37.825,93.002,0.06,287.703,291.543,0.2735,-0.04
-0.41871,-0.35549,84.861,37.844,92.917,0.0618,287.711,291.544,0.2733,-0.04
-0.41149,-0.35549,84.758,37.862,92.831,0.0636,287.719,291.545,0.273,-0.05
-0.40427,-0.35549,84.653,37.879,92.741,0.0655,287.727,291.546,0.2727,-0.05
-0.39705,-0.35549,84.546,37.894,92.65,0.0674,287.735,291.547,0.2725,-0.05
-0.38984,-0.35549,84.436,37.908,92.555,0.0694,287.744,291.547,0.2722,-0.05
-0.38262,-0.35549,84.324,37.92,92.458,0.0714,287.753,291.548,0.2719,-0.05
-0.3754,-0.35549,84.21,37.931,92.359,0.0735,287.762,291.549,0.2716,-0.06
-0.36818,-0.35549,84.094,37.94,92.256,0.0757,287.771,291.55,0.2713,-0.06
-0.36096,-0.35549,83.975,37.947,92.151,0.0779,287.781,291.551,0.271,-0.06
-0.35374,-0.35549,83.854,37.953,92.043,0.0801,287.791,291.553,0.2707,-0.06
-0.34652,-0.35549,83.731,37.956,91.932,0.0824,287.801,291.554,0.2703,-0.06
-0.3393,-0.35549,83.605,37.957,91.818,0.0848,287.812,291.555,0.27,-0.07
-0.33208,-0.35549,83.477,37.956,91.701,0.0873,287.822,291.556,0.2696,-0.07
-0.32486,-0.35549,83.346,37.952,91.58,0.0898,287.833,291.557,0.2693,-0.07
-0.31764,-0.35549,83.213,37.946,91.457,0.0923,287.845,291.558,0.2689,-0.07
-0.31042,-0.35549,83.078,37.937,91.33,0.0949,287.856,291.56,0.2685,-0.08
-0.30321,-0.35549,82.941,37.925,91.2,0.0976,287.868,291.561,0.2681,-0.08
-0.29599,-0.35549,82.801,37.91,91.067,0.1004,287.88,291.562,0.2677,-0.08
-0.28877,-0.35549,82.659,37.892,90.93,0.1032,287.892,291.564,0.2673,-0.09
-0.28155,-0.35549,82.515,37.871,90.79,0.1061,287.905,291.565,0.2669,-0.09
-0.27433,-0.35549,82.368,37.847,90.647,0.1091,287.918,291.566,0.2665,-0.09
-0.26711,-0.35549,82.219,37.818,90.5,0.1121,287.931,291.568,0.266,-0.1
-0.25989,-0.35549,82.069,37.786,90.35,0.1152,287.945,291.569,0.2656,-0.1
-0.25267,-0.35549,81.916,37.75,90.196,0.1183,287.959,291.571,0.2651,-0.1
-0.24545,-0.35549,81.761,37.71,90.039,0.1215,287.973,291.572,0.2647,-0.11
-0.23823,-0.35549,81.605,37.665,89.878,0.1248,287.987,291.574,0.2642,-0.11
-0.23101,-0.35549,81.447,37.616,89.714,0.1282,288.002,291.575,0.2637,-0.12
-0.22379,-0.35549,81.287,37.563,89.546,0.1316,288.017,291.577,0.2632,-0.12
-0.21658,-0.35549,81.126,37.504,89.375,0.135,288.032,291.579,0.2627,-0.13
-0.20936,-0.35549,80.963,37.441,89.201,0.1386,288.047,291.58,0.2622,-0.13
-0.20214,-0.35549,80.799,37.372,89.023,0.1422,288.063,291.582,0.2616,-0.13
-0.19492,-0.35549,80.635,37.298,88.843,0.1458,288.079,291.584,0.2611,-0.14
-0.1877,-0.35549,80.469,37.218,88.659,0.1495,288.095,291.585,0.2606,-0.14
-0.18048,-0.35549,80.303,37.133,88.473,0.1533,288.112,291.587,0.26,-0.15
-0.17326,-0.35549,80.137,37.042,88.283,0.1571,288.128,291.589,0.2594,-0.15
-0.16604,-0.35549,79.97,36.944,88.091,0.1609,288.145,291.591,0.2589,-0.16
-0.15882,-0.35549,79.804,36.841,87.897,0.1648,288.162,291.593,0.2583,-0.16
-0.1516,-0.35549,79.637,36.731,87.7,0.1687,288.18,291.595,0.2577,-0.17
-0.14438,-0.35549,79.472,36.615,87.501,0.1727,288.197,291.596,0.2571,-0.18
-0.13716,-0.35549,79.307,36.493,87.301,0.1766,288.214,291.598,0.2565,-0.18
-0.12995,-0.35549,79.144,36.364,87.098,0.1807,288.232,291.6,0.2559,-0.19
-0.12273,-0.35549,78.983,36.228,86.895,0.1847,288.25,291.602,0.2553,-0.19
-0.11551,-0.35549,78.823,36.086,86.69,0.1887,288.267,291.604,0.2547,-0.2
-0.10829,-0.35549,78.665,35.937,86.485,0.1927,288.285,291.606,0.2541,-0.21
-0.10107,-0.35549,78.51,35.781,86.279,0.1968,288.303,291.608,0.2535,-0.21
-0.09385,-0.35549,78.358,35.619,86.073,0.2008,288.32,291.61,0.2529,-0.22
-0.08663,-0.35549,78.209,35.449,85.868,0.2048,288.338,291.612,0.2523,-0.23
-0.07941,-0.35549,78.064,35.274,85.663,0.2088,288.355,291.614,0.2516,-0.23
-0.07219,-0.35549,77.923,35.091,85.46,0.2127,288.373,291.615,0.251,-0.24
-0.06497,-0.35549,77.786,34.902,85.257,0.2167,288.39,291.617,0.2504,-0.25
-0.05775,-0.35549,77.654,34.707,85.057,0.2205,288.407,291.619,0.2498,-0.26
-0.05053,-0.35549,77.527,34.506,84.859,0.2244,288.424,291.621,0.2493,-0.26
-0.04332,-0.35549,77.405,34.299,84.664,0.2281,288.44,291.623,0.2487,-0.27
-0.0361,-0.35549,77.289,34.086,84.472,0.2318,288.456,291.624,0.2481,-0.28
-0.02888,-0.35549,77.179,33.867,84.283,0.2354,288.472,291.626,0.2475,-0.29
-0.02166,-0.35549,77.076,33.643,84.099,0.2389,288.488,291.628,0.247,-0.3
-0.01444,-0.35549,76.98,33.414,83.919,0.2424,288.503,291.629,0.2465,-0.3
-0.00722,-0.35549,76.89,33.18,83.744,0.2457,288.517,291.631,0.2459,-0.31
0.0,-0.35549,76.808,32.942,83.574,0.2489,288.531,291.633,0.2454,-0.32
0.00722,-0.35549,76.733,32.7,83.41,0.252,288.545,291.634,0.2449,-0.33
0.01444,-0.35549,76.666,32.454,83.252,0.255,288.558,291.635,0.2445,-0.34
0.02166,-0.35549,76.607,32.205,83.101,0.2579,288.571,291.637,0.244,-0.35
0.02888,-0.35549,76.556,31.952,82.957,0.2606,288.583,291.638,0.2436,-0.36
0.0361,-0.35549,76.513,31.698,82.819,0.2632,288.594,291.639,0.2432,-0.37
0.04332,-0.35549,76.479,31.44,82.69,0.2656,288.605,291.64,0.2428,-0.38
0.05053,-0.35549,76.454,31.181,82.568,0.2679,288.615,291.642,0.2424,-0.39
0.05775,-0.35549,76.436,30.921,82.454,0.27,288.624,291.643,0.2421,-0.4
0.06497,-0.35549,76.428,30.659,82.348,0.272,288.633,291.643,0.2418,-0.41
0.07219,-0.35549,76.428,30.397,82.251,0.2738,288.641,291.644,0.2415,-0.41
0.07941,-0.35549,76.437,30.134,82.163,0.2755,288.648,291.645,0.2412,-0.42
0.08663,-0.35549,76.455,29.872,82.084,0.2769,288.654,291.646,0.241,-0.43
0.09385,-0.35549,76.482,29.61,82.013,0.2783,288.66,291.646,0.2408,-0.44
0.10107,-0.35549,76.517,29.349,81.952,0.2794,288.665,291.647,0.2406,-0.45
0.10829,-0.35549,76.56,29.089,81.901,0.2804,288.669,291.647,0.2405,-0.46
0.11551,-0.35549,76.613,28.831,81.858,0.2811,288.673,291.648,0.2403,-0.47
0.12273,-0.35549,76.673,28.575,81.825,0.2818,288.675,291.648,0.2402,-0.48
0.12995,-0.35549,76.742,28.321,81.801,0.2822,288.677,291.648,0.2402,-0.48
0.13716,-0.35549,76.819,28.07,81.787,0.2825,288.678,291.648,0.2401,-0.49
0.14438,-0.35549,76.903,27.822,81.782,0.2826,288.679,291.648,0.2401,-0.5
0.1516,-0.35549,76.996,27.577,81.786,0.2825,288.679,291.648,0.2401,-0.51
0.15882,-0.35549,77.096,27.336,81.799,0.2822,288.677,291.648,0.2402,-0.51
0.16604,-0.35549,77.204,27.099,81.822,0.2818,288.676,291.648,0.2402,-0.52
0.17326,-0.35549,77.319,26.866,81.853,0.2812,288.673,291.648,0.2403,-0.53
0.18048,-0.35549,77.441,26.637,81.894,0.2805,288.67,291.647,0.2404,-0.53
0.1877,-0.35549,77.57,26.413,81.943,0.2796,288.666,291.647,0.2406,-0.54
0.19492,-0.35549,77.705,26.194,82.001,0.2785,288.661,291.647,0.2408,-0.54
0.20214,-0.35549,77.847,25.98,82.068,0.2772,288.656,291.646,0.241,-0.55
0.20936,-0.35549,77.995,25.772,82.142,0.2759,288.649,291.645,0.2412,-0.55
0.21658,-0.35549,78.149,25.569,82.225,0.2743,288.643,291.645,0.2414,-0.55
0.22379,-0.35549,78.308,25.372,82.316,0.2726,288.635,291.644,0.2417,-0.56
0.23101,-0.35549,78.473,25.181,82.414,0.2708,288.627,291.643,0.242,-0.56
0.23823,-0.35549,78.643,24.996,82.52,0.2688,288.618,291.642,0.2423,-0.56
0.24545,-0.35549,78.818,24.818,82.633,0.2667,288.609,291.641,0.2426,-0.56
0.25267,-0.35549,78.998,24.646,82.754,0.2644,288.599,291.64,0.243,-0.56
0.25989,-0.35549,79.182,24.481,82.88,0.262,288.589,291.639,0.2434,-0.57
0.26711,-0.35549,79.371,24.323,83.014,0.2595,288.578,291.638,0.2438,-0.57
0.27433,-0.35549,79.563,24.171,83.153,0.2569,288.566,291.636,0.2442,-0.57
0.28155,-0.35549,79.758,24.027,83.299,0.2541,288.554,291.635,0.2446,-0.57
0.28877,-0.35549,79.957,23.89,83.45,0.2513,288.542,291.634,0.2451,-0.57
0.29599,-0.35549,80.159,23.761,83.606,0.2483,288.529,291.632,0.2455,-0.56
0.30321,-0.35549,80.363,23.639,83.768,0.2452,288.515,291.631,0.246,-0.56
0.31042,-0.35549,80.57,23.524,83.934,0.2421,288.501,291.629,0.2465,-0.56
0.31764,-0.35549,80.779,23.417,84.104,0.2388,288.487,291.628,0.247,-0.56
0.32486,-0.35549,80.989,23.318,84.279,0.2355,288.472,291.626,0.2475,-0.56
0.33208,-0.35549,81.201,23.226,84.457,0.2321,288.457,291.625,0.2481,-0.55
0.3393,-0.35549,81.413,23.142,84.638,0.2286,288.442,291.623,0.2486,-0.55
0.34652,-0.35549,81.627,23.065,84.823,0.2251,288.427,291.621,0.2491,-0.54
0.35374,-0.35549,81.84,22.997,85.01,0.2214,288.411,291.62,0.2497,-0.54
0.36096,-0.35549,82.054,22.936,85.199,0.2178,288.395,291.618,0.2503,-0.54
0.36818,-0.35549,82.268,22.882,85.391,0.2141,288.379,291.616,0.2508,-0.53
0.3754,-0.35549,82.48,22.837,85.583,0.2103,288.362,291.614,0.2514,-0.53
0.38262,-0.35549,82.692,22.798,85.777,0.2066,288.346,291.612,0.252,-0.52
0.38984,-0.35549,82.902,22.767,85.972,0.2028,288.329,291.611,0.2526,-0.51
0.39705,-0.35549,83.111,22.744,86.167,0.199,288.312,291.609,0.2531,-0.51
0.40427,-0.35549,83.318,22.727,86.362,0.1951,288.295,291.607,0.2537,-0.5
0.41149,-0.35549,83.522,22.718,86.557,0.1913,288.279,291.605,0.2543,-0.49
0.41871,-0.35549,83.724,22.715,86.751,0.1875,288.262,291.603,0.2549,-0.49
0.42593,-0.35549,83.923,22.719,86.944,0.1837,288.245,291.602,0.2555,-0.48
0.43315,-0.35549,84.119,22.73,87.136,0.1799,288.229,291.6,0.256,-0.47
0.44037,-0.35549,84.311,22.746,87.326,0.1761,288.212,291.598,0.2566,-0.46
0.44759,-0.35549,84.5,22.769,87.514,0.1724,288.196,291.596,0.2572,-0.46
0.45481,-0.35549,84.685,22.797,87.699,0.1687,288.18,291.595,0.2577,-0.45
0.46203,-0.35549,84.865,22.831,87.883,0.1651,288.164,291.593,0.2582,-0.44
0.46925,-0.35549,85.041,22.87,88.063,0.1615,288.148,291.591,0.2588,-0.43
0.47647,-0.35549,85.213,22.914,88.24,0.1579,288.132,291.589,0.2593,-0.42
0.48368,-0.35549,85.379,22.962,88.413,0.1545,288.117,291.588,0.2598,-0.41
0.4909,-0.35549,85.541,23.015,88.583,0.151,288.102,291.586,0.2603,-0.4
0.49812,-0.35549,85.698,23.072,88.75,0.1477,288.087,291.585,0.2608,-0.39
0.50534,-0.35549,85.85,23.132,88.912,0.1444,288.073,291.583,0.2613,-0.38
0.51256,-0.35549,85.997,23.195,89.07,0.1412,288.059,291.582,0.2618,-0.37
0.51978,-0.35549,86.138,23.262,89.224,0.1381,288.045,291.58,0.2622,-0.36
0.527,-0.35549,86.274,23.331,89.373,0.1351,288.032,291.579,0.2627,-0.35
0.53422,-0.35549,86.405,23.402,89.518,0.1321,288.019,291.577,0.2631,-0.34
0.54144,-0.35549,86.531,23.476,89.659,0.1293,288.007,291.576,0.2635,-0.33
0.54866,-0.35549,86.652,23.551,89.795,0.1265,287.994,291.575,0.2639,-0.32
0.55588,-0.35549,86.767,23.627,89.926,0.1238,287.983,291.573,0.2643,-0.31
0.5631,-0.35549,86.877,23.705,90.053,0.1212,287.971,291.572,0.2647,-0.3
0.57032,-0.35549,86.983,23.784,90.176,0.1187,287.96,291.571,0.2651,-0.29
0.57753,-0.35549,87.083,23.863,90.293,0.1163,287.95,291.57,0.2654,-0.28
0.58475,-0.35549,87.179,23.943,90.407,0.114,287.94,291.569,0.2658,-0.27
0.59197,-0.35549,87.269,24.023,90.515,0.1118,287.93,291.568,0.2661,-0.26
0.59919,-0.35549,87.356,24.102,90.62,0.1096,287.92,291.567,0.2664,-0.26
0.60641,-0.35549,87.438,24.182,90.72,0.1076,287.911,291.566,0.2667,-0.25
0.61363,-0.35549,87.516,24.261,90.816,0.1056,287.903,291.565,0.267,-0.24
0.62085,-0.35549,87.59,24.339,90.908,0.1037,287.894,291.564,0.2673,-0.23
0.62807,-0.35549,87.66,24.417,90.997,0.1019,287.886,291.563,0.2675,-0.22
0.63529,-0.35549,87.726,24.493,91.081,0.1001,287.879,291.562,0.2678,-0.21
0.64251,-0.35549,87.789,24.569,91.162,0.0984,287.871,291.561,0.268,-0.2
0.64973,-0.35549,87.848,24.643,91.239,0.0968,287.864,291.56,0.2683,-0.2
0.65695,-0.35549,87.904,24.717,91.313,0.0953,287.858,291.56,0.2685,-0.19
0.66416,-0.35549,87.957,24.789,91.384,0.0938,287.851,291.559,0.2687,-0.18
0.67138,-0.35549,88.008,24.859,91.451,0.0924,287.845,291.558,0.2689,-0.17
0.6786,-0.35549,88.056,24.928,91.516,0.0911,287.839,291.558,0.2691,-0.17
0.68582,-0.35549,88.101,24.996,91.578,0.0898,287.834,291.557,0.2693,-0.16
0.69304,-0.35549,88.143,25.062,91.637,0.0886,287.828,291.557,0.2694,-0.15
0.70026,-0.35549,88.184,25.127,91.694,0.0874,287.823,291.556,0.2696,-0.15
0.70748,-0.35549,88.223,25.19,91.748,0.0863,287.818,291.555,0.2698,-0.14
0.7147,-0.35549,88.259,25.252,91.8,0.0852,287.813,291.555,0.2699,-0.14
0.72192,-0.35549,88.294,25.312,91.85,0.0841,287.809,291.554,0.2701,-0.13
0.72914,-0.35549,88.327,25.37,91.898,0.0831,287.804,291.554,0.2702,-0.13
0.73636,-0.35549,88.359,25.427,91.944,0.0822,287.8,291.554,0.2704,-0.12
0.74358,-0.35549,88.389,25.483,91.989,0.0812,287.796,291.553,0.2705,-0.12
0.75079,-0.35549,88.418,25.537,92.031,0.0804,287.792,291.553,0.2706,-0.11
0.75801,-0.35549,88.445,25.59,92.073,0.0795,287.788,291.552,0.2707,-0.11
0.76523,-0.35549,88.471,25.641,92.112,0.0787,287.785,291.552,0.2709,-0.1
0.77245,-0.35549,88.497,25.691,92.15,0.0779,287.781,291.552,0.271,-0.1
0.77967,-0.35549,88.521,25.739,92.187,0.0771,287.778,291.551,0.2711,-0.09
0.78689,-0.35549,88.545,25.787,92.223,0.0763,287.774,291.551,0.2712,-0.09
0.79411,-0.35549,88.567,25.833,92.258,0.0756,287.771,291.55,0.2713,-0.09
0.80133,-0.35549,88.589,25.877,92.291,0.0749,287.768,291.55,0.2714,-0.08
0.80855,-0.35549,88.61,25.921,92.324,0.0742,287.765,291.55,0.2715,-0.08
0.81577,-0.35549,88.631,25.964,92.356,0.0736,287.762,291.549,0.2716,-0.08
0.82299,-0.35549,88.651,26.005,92.386,0.0729,287.759,291.549,0.2717,-0.07
0.83021,-0.35549,88.67,26.045,92.416,0.0723,287.757,291.549,0.2718,-0.07
0.83742,-0.35549,88.689,26.085,92.446,0.0717,287.754,291.549,0.2719,-0.07
0.84464,-0.35549,88.708,26.123,92.474,0.0711,287.751,291.548,0.2719,-0.07
0.85186,-0.35549,88.726,26.16,92.502,0.0705,287.749,291.548,0.272,-0.06
0.85908,-0.35549,88.743,26.197,92.529,0.0699,287.746,291.548,0.2721,-0.06
0.8663,-0.35549,88.761,26.232,92.556,0.0694,287.744,291.547,0.2722,-0.06
0.87352,-0.35549,88.778,26.267,92.582,0.0688,287.741,291.547,0.2723,-0.06
0.88074,-0.35549,88.794,26.301,92.607,0.0683,287.739,291.547,0.2723,-0.05
0.88796,-0.35549,88.81,26.334,92.633,0.0678,287.737,291.547,0.2724,-0.05
0.89518,-0.35549,88.827,26.367,92.657,0.0672,287.735,291.546,0.2725,-0.05
0.9024,-0.35549,88.842,26.398,92.681,0.0667,287.732,291.546,0.2726,-0.05
